gallery_id,post_title,post_url,posted_at,card_name,rarity,raw_price,price_krw,price_unit,quantity,shipping_included,author_name,author_type,shipping_price_krw,review_status,review_reason,raw_line,post_status,price_status,price_scope,price_origin,analysis_status,card_match_status,seller_id,seller_name,seller_risk_score,seller_risk_level,seller_review_status,is_repost
tcggame,이것저것 ㅍㅍ,https://m.dcinside.com/board/tcggame/4327340,2026-08-30T23:49:18+09:00,퍼지 일,울레,1.5,15000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 일괄·세트 가격, 배송비 포함 여부 미확정, 묶음·세트 총액 · 개별 카드 가격 아님",퍼지 일울 일괄 1.5,active,estimated,bundle,text,needs_review,candidate,seller-2266259cd46500844d118050,ㅇㅇ,15,low,unreviewed,0
tcggame,이것저것 ㅍㅍ,https://m.dcinside.com/board/tcggame/4327340,2026-08-30T23:49:18+09:00,"네메시스 플래그 일판 쿼싴, 네프티스의 봉황신 울레, 디언뱀 구얼티, 폭주궤도 페가수스 신일쿼싴, 데스가이드 신일쿼싴, 오드아이즈 신일쿼싴, 아딜세이버 레드시크, 아크펜듈럼 엑싴, 파운틴 시크, 라비엘 시크, 쥬락 아우로 슈레, 커튼, 푸루리아 컬레 장당",,0.2,2000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 복수 카드 가격, 배송비 포함 여부 미확정, 묶음·세트 총액 · 개별 카드 가격 아님","네메시스 플래그 일판 쿼싴, 네프티스의 봉황신 울레, 디언뱀 구얼티, 폭주궤도 페가수스 신일쿼싴, 데스가이드 신일쿼싴, 오드아이즈 신일쿼싴, 아딜세이버 레드시크, 아크펜듈럼 엑싴, 파운틴 시크, 라비엘 시크, 쥬락 아우로 슈레, 커튼, 푸루리아 컬레 장당 0.2",active,estimated,bundle,text,needs_review,candidate,seller-2266259cd46500844d118050,ㅇㅇ,15,low,unreviewed,0
tcggame,이것저것 ㅍㅍ,https://m.dcinside.com/board/tcggame/4327340,2026-08-30T23:49:18+09:00,미프텍 개당,,1.0,10000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정",미프텍 개당 1.0,active,estimated,per_card,text,needs_review,candidate,seller-2266259cd46500844d118050,ㅇㅇ,15,low,unreviewed,0
tcggame,이것저것 ㅍㅍ,https://m.dcinside.com/board/tcggame/4327340,2026-08-30T23:49:18+09:00,빙검룡,오버프싴,2.0,20000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정",빙검룡 오버프싴 2.0,active,estimated,per_card,text,needs_review,candidate,seller-2266259cd46500844d118050,ㅇㅇ,15,low,unreviewed,0
tcggame,이것저것 ㅍㅍ,https://m.dcinside.com/board/tcggame/4327340,2026-08-30T23:49:18+09:00,"루루와릴리스 구얼티, 프리메라 프리머스 쿼싴, 애시드 골렘 일울, 시구레 신일쿼싴 장당",,0.5,5000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 복수 카드 가격, 배송비 포함 여부 미확정, 묶음·세트 총액 · 개별 카드 가격 아님","루루와릴리스 구얼티, 프리메라 프리머스 쿼싴, 애시드 골렘 일울, 시구레 신일쿼싴 장당 0.5",active,estimated,bundle,text,needs_review,candidate,seller-2266259cd46500844d118050,ㅇㅇ,15,low,unreviewed,0
tcggame,이것저것 ㅍㅍ,https://m.dcinside.com/board/tcggame/4327340,2026-08-30T23:49:18+09:00,오른쪽 장당,,0.05,500,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정",오른쪽 장당 0.05,active,estimated,per_card,text,needs_review,candidate,seller-2266259cd46500844d118050,ㅇㅇ,15,low,unreviewed,0
tcggame,이것저것 ㅍㅍ,https://m.dcinside.com/board/tcggame/4327340,2026-08-30T23:49:18+09:00,바렛,,,,미기재,9,unknown,ㅇㅇ,guest,,needs_review,수량 표기 감지 · 가격 미기재,바렛 9,active,missing,unknown,unknown,needs_review,candidate,seller-2266259cd46500844d118050,ㅇㅇ,15,low,unreviewed,0
tcggame,이것저것 ㅍㅍ,https://m.dcinside.com/board/tcggame/4327340,2026-08-30T23:49:18+09:00,왼쪽 장당,,0.1,1000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정",왼쪽 장당 0.1,active,estimated,per_card,text,needs_review,candidate,seller-2266259cd46500844d118050,ㅇㅇ,15,low,unreviewed,0
tcggame,이것저것 ㅍㅍ,https://m.dcinside.com/board/tcggame/4327340,2026-08-30T23:49:18+09:00,괴수,,0.1,1000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 일괄·세트 가격, 배송비 포함 여부 미확정, 묶음·세트 총액 · 개별 카드 가격 아님",괴수 일괄 0.1,active,estimated,bundle,text,needs_review,candidate,seller-2266259cd46500844d118050,ㅇㅇ,15,low,unreviewed,0
tcggame,이것저것 ㅍㅍ,https://m.dcinside.com/board/tcggame/4327340,2026-08-30T23:49:18+09:00,리제네시스 소스,,0.2,2000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정, 묶음·세트 총액 · 개별 카드 가격 아님",리제네시스 소스 0.2,active,estimated,bundle,text,needs_review,candidate,seller-2266259cd46500844d118050,ㅇㅇ,15,low,unreviewed,0
