gallery_id,post_title,post_url,posted_at,card_name,rarity,raw_price,price_krw,price_unit,quantity,shipping_included,author_name,author_type,shipping_price_krw,review_status,review_reason,raw_line,post_status,price_status,price_scope,price_origin,analysis_status,card_match_status,seller_id,seller_name,seller_risk_score,seller_risk_level,seller_review_status,is_repost
tcggame,광복절기념 미츠제올/아슈트라 소스구함,https://m.dcinside.com/board/tcggame/4312894,2026-08-16T23:59:20+09:00,아슈트라 3꽉소스도,,2.5,25000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정, 묶음·세트 총액 · 개별 카드 가격 아님",아슈트라 3꽉소스도 2.5에 구해봄,active,estimated,bundle,text,needs_review,candidate,seller-b38270c12727303887ffc426,ㅇㅇ,15,low,unreviewed,0
tcggame,광복절기념 미츠제올/아슈트라 소스구함,https://m.dcinside.com/board/tcggame/4312894,2026-08-16T23:59:20+09:00,var safe = (window.dcAd && window.dcAd.safe ==,,1,10000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 복수 카드 가격, 배송비 포함 여부 미확정, 묶음·세트 총액 · 개별 카드 가격 아님, 스크립트·광고 문구로 추정되는 오염 행",var safe = (window.dcAd && window.dcAd.safe == 1),active,estimated,bundle,text,excluded,candidate,seller-b38270c12727303887ffc426,ㅇㅇ,15,low,unreviewed,0
tcggame,일판 엘펜노츠 아르스마그나 덱 OR 엘펜노츠 시크소스 구매합니다.,https://m.dcinside.com/board/tcggame/4312885,2026-08-16T23:52:51+09:00,일판 엘펜노츠 아르스마그나 덱 OR 엘펜노츠 시크소스 .,,,,미기재,1,unknown,아스트로,guest,,needs_review,희망가 미기재,일판 엘펜노츠 아르스마그나 덱 OR 엘펜노츠 시크소스 구매합니다.,active,missing,unknown,unknown,needs_review,candidate,seller-80c6cfe6e5066c70ef5e9f85,아스트로,15,low,unreviewed,0
tcggame,우주적 허리케인 2장 삽니다,https://m.dcinside.com/board/tcggame/4312879,2026-08-16T23:44:01+09:00,,,4,40000,만원 단위 추정,2,unknown,산이,guest,,needs_review,"가격 단위 추정, 수량 표기 감지, 일괄·세트 가격, 배송비 포함 여부 미확정, 카드명 확인 필요, 묶음·세트 총액 · 개별 카드 가격 아님",2장 일괄 4에 삽니다,active,estimated,bundle,text,needs_review,unmatched,seller-7c9c3f34a75750ff7b3e54dc,산이,15,low,unreviewed,0
tcggame,"리나 매트프텍,낙인빛둠,툰 소스 ㅍㅍ",https://m.dcinside.com/board/tcggame/4312866,2026-08-16T23:34:47+09:00,리나 매트 프텍,,14,140000,만원 단위 추정,1,unknown,바로나가는할머..,registered,,needs_review,배송비 포함 여부 미확정,리나 매트 프텍 14만,active,estimated,per_card,text,needs_review,candidate,seller-a4bb5eb98ec83b9e4b66c27c,바로나가는할머..,50,high,unreviewed,0
tcggame,"리나 매트프텍,낙인빛둠,툰 소스 ㅍㅍ",https://m.dcinside.com/board/tcggame/4312866,2026-08-16T23:34:47+09:00,var safe = (window.dcAd && window.dcAd.safe ==,,1,10000,만원 단위 추정,1,unknown,바로나가는할머..,registered,,needs_review,"가격 단위 추정, 복수 카드 가격, 배송비 포함 여부 미확정, 묶음·세트 총액 · 개별 카드 가격 아님, 스크립트·광고 문구로 추정되는 오염 행",var safe = (window.dcAd && window.dcAd.safe == 1),active,estimated,bundle,text,excluded,candidate,seller-a4bb5eb98ec83b9e4b66c27c,바로나가는할머..,50,high,unreviewed,0
tcggame,"리나 매트프텍,낙인빛둠,툰 소스 ㅍㅍ",https://m.dcinside.com/board/tcggame/4312866,2026-08-16T23:34:47+09:00,혹시 둘이 일괄로 사면 반택포 ㅍㅍ,,,,미기재,26,included,바로나가는할머..,registered,2000,needs_review,수량 표기 감지 · 가격 미기재,혹시 둘이 일괄로 사면 반택포26 ㅍㅍ,active,missing,unknown,unknown,needs_review,candidate,seller-a4bb5eb98ec83b9e4b66c27c,바로나가는할머..,50,high,unreviewed,0
tcggame,"위치크 시크작완덱,매트,베르프텍,스텐센카 판다",https://m.dcinside.com/board/tcggame/4312837,2026-08-16T23:16:39+09:00,+ 베르프텍 (총 맞춰줌)&드실 0중 2중,,,,미기재,60,unknown,도망치는태양,registered,,needs_review,수량 표기 감지 · 가격 미기재,+ 베르프텍 (총60매 맞춰줌)&드실 0중 2중,active,missing,unknown,unknown,needs_review,candidate,seller-7895f34f3fa6f7520f2511e3,도망치는태양,15,low,unreviewed,0
tcggame,킬튠 고레어 소스 사봄,https://m.dcinside.com/board/tcggame/4312834,2026-08-16T23:15:17+09:00,싱오테,프싴,1.5,15000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정",싱오테 프싴 1.5,active,estimated,per_card,text,needs_review,candidate,seller-5e2e54dc0a2bbaa1221288ae,ㅇㅇ,15,low,unreviewed,0
tcggame,"위치크 시크작완덱,매트,베르프텍,스텐센카 판다",https://m.dcinside.com/board/tcggame/4312837,2026-08-16T23:16:39+09:00,var safe = (window.dcAd && window.dcAd.safe ==,,1,10000,만원 단위 추정,1,unknown,도망치는태양,registered,,needs_review,"가격 단위 추정, 복수 카드 가격, 배송비 포함 여부 미확정, 묶음·세트 총액 · 개별 카드 가격 아님, 스크립트·광고 문구로 추정되는 오염 행",var safe = (window.dcAd && window.dcAd.safe == 1),active,estimated,bundle,text,excluded,candidate,seller-7895f34f3fa6f7520f2511e3,도망치는태양,15,low,unreviewed,0
tcggame,"위치크 시크작완덱,매트,베르프텍,스텐센카 판다",https://m.dcinside.com/board/tcggame/4312837,2026-08-16T23:16:39+09:00,덱 10(지금기준) 프텍+센카+덱케,,10,100000,만원 단위 추정,1,unknown,도망치는태양,registered,,needs_review,"가격 단위 추정, 복수 카드 가격, 배송비 포함 여부 미확정, 묶음·세트 총액 · 개별 카드 가격 아님",덱 10(지금기준) 프텍+센카+덱케 10,active,estimated,bundle,text,needs_review,candidate,seller-7895f34f3fa6f7520f2511e3,도망치는태양,15,low,unreviewed,0
tcggame,킬튠 고레어 소스 사봄,https://m.dcinside.com/board/tcggame/4312834,2026-08-16T23:15:17+09:00,비투비,프싴,1.5,15000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정",비투비 프싴 1.5,active,estimated,per_card,text,needs_review,candidate,seller-5e2e54dc0a2bbaa1221288ae,ㅇㅇ,15,low,unreviewed,0
tcggame,킬튠 고레어 소스 사봄,https://m.dcinside.com/board/tcggame/4312834,2026-08-16T23:15:17+09:00,로터리,프싴,1.5,15000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정",로터리 프싴 1.5,active,estimated,per_card,text,needs_review,candidate,seller-5e2e54dc0a2bbaa1221288ae,ㅇㅇ,15,low,unreviewed,0
tcggame,킬튠 고레어 소스 사봄,https://m.dcinside.com/board/tcggame/4312834,2026-08-16T23:15:17+09:00,레드씰 프싴 에 12,,,,미기재,2,unknown,ㅇㅇ,guest,,needs_review,수량 표기 감지 · 가격 미기재,레드씰 프싴 2장에 12,active,missing,unknown,unknown,needs_review,candidate,seller-5e2e54dc0a2bbaa1221288ae,ㅇㅇ,15,low,unreviewed,0
tcggame,"위치크 시크작완덱,매트,베르프텍,스텐센카 판다",https://m.dcinside.com/board/tcggame/4312837,2026-08-16T23:16:39+09:00,"+ 라도리프텍 (세라, 플레시아, 레라뷰, 에클레시아, 포프루스로 변경 가능)",,,,미기재,15,unknown,도망치는태양,registered,,needs_review,수량 표기 감지 · 가격 미기재,"+ 라도리프텍 15매(세라, 플레시아, 레라뷰, 에클레시아, 포프루스로 변경 가능)",active,missing,unknown,unknown,needs_review,candidate,seller-7895f34f3fa6f7520f2511e3,도망치는태양,15,low,unreviewed,0
tcggame,킬튠 고레어 소스 사봄,https://m.dcinside.com/board/tcggame/4312834,2026-08-16T23:15:17+09:00,암리타라,쿼싴,1.2,12000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정",암리타라 쿼싴 1.2,active,estimated,per_card,text,needs_review,candidate,seller-5e2e54dc0a2bbaa1221288ae,ㅇㅇ,15,low,unreviewed,0
tcggame,킬튠 고레어 소스 사봄,https://m.dcinside.com/board/tcggame/4312834,2026-08-16T23:15:17+09:00,한,,25,250000,만원 단위 추정,1,unknown,ㅇㅇ,guest,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정, 카드명 확인 필요",한 25정도에 사본다이온,active,estimated,per_card,text,needs_review,unmatched,seller-5e2e54dc0a2bbaa1221288ae,ㅇㅇ,15,low,unreviewed,0
tcggame,섬도희 약 (?)시크작 10 ㅍㅍ,https://m.dcinside.com/board/tcggame/4312827,2026-08-16T23:09:25+09:00,var safe = (window.dcAd && window.dcAd.safe ==,,1,10000,만원 단위 추정,1,unknown,리얼리스트,registered,,needs_review,"가격 단위 추정, 복수 카드 가격, 배송비 포함 여부 미확정, 묶음·세트 총액 · 개별 카드 가격 아님, 스크립트·광고 문구로 추정되는 오염 행",var safe = (window.dcAd && window.dcAd.safe == 1),active,estimated,bundle,text,excluded,candidate,seller-b690f90bcf21f39567abe2bc,리얼리스트,15,low,unreviewed,0
tcggame,트랩호릭 프싴 한장 ㅅㅅ,https://m.dcinside.com/board/tcggame/4312811,2026-08-16T22:52:29+09:00,트랩호릭,프싴,2.0,20000,만원 단위 추정,1,unknown,돌아온호날두,registered,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정",트랩호릭 프싴 2.0에 사봄,active,estimated,per_card,text,needs_review,candidate,seller-6b31092c3a40190ad73c6b86,돌아온호날두,15,low,unreviewed,0
tcggame,화요일에 굴포직,https://m.dcinside.com/board/tcggame/4312807,2026-08-16T22:50:34+09:00,웨이크업,오버프싴,0.5,5000,만원 단위 추정,1,unknown,망무디,registered,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정",웨이크업 오버프싴 0.5,active,estimated,per_card,text,needs_review,candidate,seller-6e3494a42bfc99b75dcef1f3,망무디,15,low,unreviewed,0
tcggame,화요일에 굴포직,https://m.dcinside.com/board/tcggame/4312807,2026-08-16T22:50:34+09:00,클레이맨,,0.1,1000,만원 단위 추정,1,unknown,망무디,registered,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정",클레이맨0.1,active,estimated,per_card,text,needs_review,candidate,seller-6e3494a42bfc99b75dcef1f3,망무디,15,low,unreviewed,0
tcggame,미츠루기 소스 팝니다,https://m.dcinside.com/board/tcggame/4312799,2026-08-16T22:45:00+09:00,아라마사,영싴,3,30000,만원 단위 추정,1,unknown,산이,guest,,needs_review,"가격 단위 추정, 배송비 포함 여부 미확정",아라마사 영싴 3,active,estimated,per_card,text,needs_review,candidate,seller-7c46a85cc6ba9f808983ec18,산이,45,medium,unreviewed,0
